source_row_number,sample_id,alternative_id,source_publication_label,source_dataset_label,country,site_or_location,latitude,longitude,date_median_year_ce,lineage_focus,s1_visible_comparator,s1_marker_role,coordinate_status,coordinate_source,within_s1_map_bounds,within_s1_temporal_window,publication_label_review_ready,dataset_label_review_ready,elevation_cross_reference_status,visible_assignment_audit,point_audit_status,failed_checks,claim_boundary
55,I5727.AG,I5727,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",45.900833,15.700288,-627.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
56,I5728.AG,I5728,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",45.900833,15.700288,-280.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
57,I5729.AG,I5729,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Sveti-Petar-Ludbreški (Varaždin County, Općina Mali Bukovec)",46.255979,16.692342,-976.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
58,I7231.AG,I7231,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,North Macedonia,"Dimov Grob (Gradsko, Ulanci)",41.589371,21.943575,-1247.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
59,I7233.AG,I7233,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,North Macedonia,"Vodovrati (Gradsko, Vodovrati-Veles)",41.58,21.87,-854.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
60,I8471.AG,I8471,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Albania,"Shkrel (Shkodër County, Malësi e Madhe Municipality)",42.292307,19.5369,-1787.5,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
61,ORD001.SG,ORD001,"Aneli et al., Molecular Biology and Evolution 2022",AADR v66 1240K public annotation,Italy,"Herdonia (Apulia, Foggia, Ordona)",41.3167,15.633,-662.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
62,ORD004.SG,ORD004,"Aneli et al., Molecular Biology and Evolution 2022",AADR v66 1240K public annotation,Italy,"Herdonia (Apulia, Foggia, Ordona)",41.3167,15.633,-454.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
63,ORD009.SG,ORD009,"Aneli et al., Molecular Biology and Evolution 2022",AADR v66 1240K public annotation,Italy,"Herdonia (Apulia, Foggia, Ordona)",41.3167,15.633,-578.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
64,SAL003.SG,SAL003,"Aneli et al., Molecular Biology and Evolution 2022",AADR v66 1240K public annotation,Italy,"Salapia (Apulia, Foggia, Cerignola)",41.381389,16.02556,-315.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
65,SAL007.SG,SAL007,"Aneli et al., Molecular Biology and Evolution 2022",AADR v66 1240K public annotation,Italy,"Salapia (Apulia, Foggia, Cerignola)",41.381389,16.02556,-400.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
66,SGR003.SG,SGR003,"Aneli et al., Molecular Biology and Evolution 2022",AADR v66 1240K public annotation,Italy,"San Giovanni Rotondo (Apulia, Foggia)",41.7,15.7333,-272.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
67,R1_Italy.SG,R1_Italy,"Antonio et al., Science 2019",AADR v66 1240K public annotation,Italy,"Martinisciuro (Abruzzo, Teramo)",42.88014,13.893765,-897.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
68,R836.SG,R836,"Antonio et al., Science 2019",AADR v66 1240K public annotation,Italy,"Civitanova Marche (Marche, Macerata)",43.312035,13.651164,-163.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
69,R10467.SG,R10467,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Slovenia,"Emona (Ljubljana, Gosposvetska Road)",46.0569,14.5058,327.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
70,R10469.SG,R10469,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Slovenia,"Emona (Ljubljana, Gosposvetska Road)",46.0569,14.5058,296.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
71,R10471.SG,R10471,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Slovenia,"Emona (Ljubljana, Gosposvetska Road)",46.0569,14.5058,291.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
72,R10473.SG,R10473,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Slovenia,"Emona (Ljubljana, Gosposvetska Road)",46.0569,14.5058,313.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
73,R10474.SG,R10474,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Slovenia,"Emona (Ljubljana, Gosposvetska Road)",46.0569,14.5058,330.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
74,R10477.SG,R10477,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Slovenia,"Emona (Ljubljana, Gosposvetska Road)",46.0569,14.5058,285.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
75,R10478.SG,R10478,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Slovenia,"Emona (Ljubljana, Gosposvetska Road)",46.0569,14.5058,328.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
76,R2040.SG,R2040,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Croatia,"Sisak-Pogorelec-West (Sisak-Moslavina County, Grad Sisak)",45.464666,16.377654,325.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
77,R2041.SG,R2041,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Croatia,"Sisak-Pogorelec-West (Sisak-Moslavina County, Grad Sisak)",45.464666,16.377654,303.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
78,R2042.SG,R2042,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Croatia,"Sisak-Pogorelec-West (Sisak-Moslavina County, Grad Sisak)",45.464666,16.377654,327.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
79,R2050.SG,R2050,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Croatia,"Mirine-Fulfinum (Primorje-Gorski Kotar County, Općina Omišalj, Omišalj)",45.203486,14.54486,475.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
80,R2051.SG,R2051,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Croatia,"Mirine-Fulfinum (Primorje-Gorski Kotar County, Općina Omišalj, Omišalj)",45.203486,14.54486,475.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
81,R2053.SG,R2053,"Antonio et al., eLife 2024",AADR v66 1240K public annotation,Croatia,"Mirine-Fulfinum (Primorje-Gorski Kotar County, Općina Omišalj, Omišalj)",45.203486,14.54486,467.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
