evidence_layer,sample_or_terminal,site_or_locality,region,latitude,longitude,elevation_m,elevation_band,date_median_year_ce,lineage_focus,visible_comparator,source_dataset_label,source_publication_label,source_trace,claim_boundary
Period-relevant ancient-DNA sample rows,SAL007.SG,"Salapia (Apulia, Foggia, Cerignola)",not applicable,41.381389,16.02556,1.0,0-199 m,-400.0,other,No,AADR v66 1240K public annotation,"Aneli et al., Molecular Biology and Evolution 2022",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,SGR003.SG,"San Giovanni Rotondo (Apulia, Foggia)",not applicable,41.7,15.7333,542.0,500-799 m,-272.5,other,No,AADR v66 1240K public annotation,"Aneli et al., Molecular Biology and Evolution 2022",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R1_Italy.SG,"Martinisciuro (Abruzzo, Teramo)",not applicable,42.88014,13.893765,95.0,0-199 m,-897.5,other,No,AADR v66 1240K public annotation,"Antonio et al., Science 2019",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R836.SG,"Civitanova Marche (Marche, Macerata)",not applicable,43.312035,13.651164,162.0,0-199 m,-163.5,other,No,AADR v66 1240K public annotation,"Antonio et al., Science 2019",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R10467.SG,"Emona (Ljubljana, Gosposvetska Road)",not applicable,46.0569,14.5058,299.0,200-499 m,327.0,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R10469.SG,"Emona (Ljubljana, Gosposvetska Road)",not applicable,46.0569,14.5058,299.0,200-499 m,296.0,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R10471.SG,"Emona (Ljubljana, Gosposvetska Road)",not applicable,46.0569,14.5058,299.0,200-499 m,291.0,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R10473.SG,"Emona (Ljubljana, Gosposvetska Road)",not applicable,46.0569,14.5058,299.0,200-499 m,313.0,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R10474.SG,"Emona (Ljubljana, Gosposvetska Road)",not applicable,46.0569,14.5058,299.0,200-499 m,330.5,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R10477.SG,"Emona (Ljubljana, Gosposvetska Road)",not applicable,46.0569,14.5058,299.0,200-499 m,285.5,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R10478.SG,"Emona (Ljubljana, Gosposvetska Road)",not applicable,46.0569,14.5058,299.0,200-499 m,328.5,R1b,Yes,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R2040.SG,"Sisak-Pogorelec-West (Sisak-Moslavina County, Grad Sisak)",not applicable,45.464666,16.377654,105.0,0-199 m,325.0,J2b,Yes,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R2041.SG,"Sisak-Pogorelec-West (Sisak-Moslavina County, Grad Sisak)",not applicable,45.464666,16.377654,105.0,0-199 m,303.0,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R2042.SG,"Sisak-Pogorelec-West (Sisak-Moslavina County, Grad Sisak)",not applicable,45.464666,16.377654,105.0,0-199 m,327.0,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R2050.SG,"Mirine-Fulfinum (Primorje-Gorski Kotar County, Općina Omišalj, Omišalj)",not applicable,45.203486,14.54486,4.0,0-199 m,475.0,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R2051.SG,"Mirine-Fulfinum (Primorje-Gorski Kotar County, Općina Omišalj, Omišalj)",not applicable,45.203486,14.54486,4.0,0-199 m,475.0,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R2053.SG,"Mirine-Fulfinum (Primorje-Gorski Kotar County, Općina Omišalj, Omišalj)",not applicable,45.203486,14.54486,4.0,0-199 m,467.5,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R3481.SG,Doclea Bjelovine (Podgorica),not applicable,42.466869,19.266164,47.0,0-199 m,265.5,J2b,Yes,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R3542.SG,"Popova-zemlja (Osijek-Baranja County, Grad Beli Manastir)",not applicable,45.7663,18.5717,93.0,0-199 m,330.0,R1b,Yes,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R3543.SG,"Gardun-Tilurium (Split-Dalmatia County, Grad Trilj)",not applicable,43.6076,16.7143,416.0,200-499 m,525.0,J2b,Yes,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R3545.SG,"Gardun-Tilurium (Split-Dalmatia County, Grad Trilj)",not applicable,43.6076,16.7143,416.0,200-499 m,486.5,other,No,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,R3655.SG,"Mursa (Osijek-Baranja County, Grad Osijek, Trg B  Josipa Jelačića)",not applicable,45.550532,18.678046,90.0,0-199 m,219.5,G2a,Yes,AADR v66 1240K public annotation,"Antonio et al., eLife 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
