figure_panel,plotted_layer,sample_id,alternative_id,source_dataset_label,source_publication_label,country,site_or_location,published_group_label,latitude,longitude,date_text,date_median_year_ce,temporal_window,genetic_sex,autosomal_snp_count,mt_haplogroup,y_haplogroup_terminal,y_haplogroup_path,y_haplogroup_isogg,y_lineage_category,lineage_focus,s1_visible_comparator,s1_visibility_assignment_basis,s1_marker_role,coordinate_status,coordinate_source,claim_boundary
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I4664.AG,I4664,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Serbia,"Lepenski-Vir (Bor District, Majdanpek Municipality, Boljetin)",Serbia_IronGates_ImperialRoman,44.552924,22.027563,"130-320 calCE (1825±25 BP, OxA-25217)",225.0,2500 BCE-550 CE,M,21355,X2,CT,CT,CT,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5073.AG,I5073,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Koprivno (Split-Dalmatia County, Općina Dugopolje)",Croatia_MBA,43.607274,16.54708,"1732-1542 calBCE (3350±20 BP, PSUAMS-3812)",-1637.0,2500 BCE-550 CE,M,826788,J2a1a1,J-PH1602,J-PH1602,J2b2a1a1a1b2~,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5074.AG,I5074,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Matkovici (Split-Dalmatia County, Općina Gradac, Selo)",Croatia_MBA,43.17,17.26,"1497-1397 calBCE (3155±20 BP, PSUAMS-3813)",-1447.0,2500 BCE-550 CE,M,983425,X2m,J-Z593,J-Z593,J2b2a~,J2b other/unspecified,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5080.AG,I5080,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Zavojane-Ravca, Velika Gomila (Croatia)",Croatia_MBA,44.92,16.05,"1743-1623 calBCE (3395±20 BP, PSUAMS-3814)",-1683.0,2500 BCE-550 CE,M,838703,K1a4,J-Z38240,J-Z38240,J2b2a1a1a1b~,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate corrected,Southern Arc 2022 Data S1/S4 source override; AADR plotted row had conflicting location string/coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5684.AG,I5684,AADR v66 1240K public annotation,"Armit et al., Antiquity 2023",Slovenia,Dolge njive (Šmarješke Toplice),Slovenia_EIA,45.867366,15.279788,"794-546 calBCE (2531±29 BP, SUERC-69427)",-670.0,2500 BCE-550 CE,F,1018255,H1e5a,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5685.AG,I5685,AADR v66 1240K public annotation,"Armit et al., Antiquity 2023",Slovenia,Dolge njive (Šmarješke Toplice),Slovenia_EIA,45.867366,15.279788,"780-541 calBCE (2507±29 BP, SUERC-69431)",-660.5,2500 BCE-550 CE,M,1017910,H1e5a,R-BY163695,R-BY163695,R1b1a1b1a1a2b1c2,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5687.AG,I5687,AADR v66 1240K public annotation,"Armit et al., Antiquity 2023",Slovenia,Dolge njive (Šmarješke Toplice),Slovenia_EIA,45.867366,15.279788,"791-544 calBCE (2525±31 BP, SUERC-69707)",-667.5,2500 BCE-550 CE,M,1048683,H1e5a,R-Y11667,R-Y11667,R1b1a1b1a1a2b1,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5723.AG,I5723,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",Croatia_EIA,45.900833,15.700288,"514-391 calBCE (2365±20 BP, PSUAMS-3179)",-452.5,2500 BCE-550 CE,M,712634,HV1a'b'c,J-FT184881,J-FT184881,J2b2a1b~,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5724.AG,I5724,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",Croatia_EIA,45.900833,15.700288,"382-206 calBCE (2235±20 BP, PSUAMS-3094)",-294.0,2500 BCE-550 CE,M,687267,U5b1d1a,E-Y16721,E-Y16721,E1b1b1a1b1a14~,E other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5725.AG,I5725,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",Croatia_EIA,45.900833,15.700288,"752-417 calBCE (2455±20 BP, PSUAMS-2867)",-584.5,2500 BCE-550 CE,M,635333,H+195,R-Y14102,R-Y14102,R1b1a1b1a1a2b1c2,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5726.AG,I5726,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",Croatia_EIA,45.900833,15.700288,"538-399 calBCE (2390±20 BP, PSUAMS-2868)",-468.5,2500 BCE-550 CE,F,634544,T1a2a,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5727.AG,I5727,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",Croatia_EIA,45.900833,15.700288,"765-489 calBCE (2475±20 BP, PSUAMS-2869)",-627.0,2500 BCE-550 CE,F,626616,J1c2,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5728.AG,I5728,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",Croatia_EIA,45.900833,15.700288,"361-200 calBCE (2210±15 BP, PSUAMS-2870)",-280.5,2500 BCE-550 CE,F,631755,T1a5,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5729.AG,I5729,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Sveti-Petar-Ludbreški (Varaždin County, Općina Mali Bukovec)",Croatia_EIA,46.255979,16.692342,"1051-901 calBCE (2819±28 BP, SUERC-69419)",-976.0,2500 BCE-550 CE,M,654552,V,G-P303,G-P303,G2a2b2a,G2a or downstream,G2a,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I7231.AG,I7231,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",North Macedonia,"Dimov Grob (Gradsko, Ulanci)",NorthMacedonia_BA,41.589371,21.943575,"1371-1123 calBCE (2990±25 BP, PSUAMS-6151)",-1247.0,2500 BCE-550 CE,M,851936,T2b,R-CTS7556,R-CTS7556,R1b1a1b1b3a1a,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I7233.AG,I7233,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",North Macedonia,"Vodovrati (Gradsko, Vodovrati-Veles)",NorthMacedonia_IA,41.58,21.87,"900-809 calBCE (2700±20 BP, PSUAMS-4238)",-854.5,2500 BCE-550 CE,F,870920,H35,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I8471.AG,I8471,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Albania,"Shkrel (Shkodër County, Malësi e Madhe Municipality)",Albania_MBA,42.292307,19.5369,"1880-1695 calBCE (3465±20 BP, PSUAMS-7540)",-1787.5,2500 BCE-550 CE,M,182468,H1h1,J-Z597,J-Z597,J2b2a1,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,ORD001.SG,ORD001,AADR v66 1240K public annotation,"Aneli et al., Molecular Biology and Evolution 2022",Italy,"Herdonia (Apulia, Foggia, Ordona)",Italy_Apulia_IA_b_Daunian,41.3167,15.633,"781-544 calBCE (2516±25 BP, UBA-45191)",-662.5,2500 BCE-550 CE,F,43164,H5c,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,ORD004.SG,ORD004,AADR v66 1240K public annotation,"Aneli et al., Molecular Biology and Evolution 2022",Italy,"Herdonia (Apulia, Foggia, Ordona)",Italy_Apulia_IA_b_Daunian,41.3167,15.633,"516-393 calBCE (2374±21 BP, UBA-45173)",-454.5,2500 BCE-550 CE,F,37136,U8b1b1,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,ORD009.SG,ORD009,AADR v66 1240K public annotation,"Aneli et al., Molecular Biology and Evolution 2022",Italy,"Herdonia (Apulia, Foggia, Ordona)",Italy_Apulia_IA_b_Daunian,41.3167,15.633,"750-406 calBCE (2433±27 BP, UBA-45175)",-578.0,2500 BCE-550 CE,F,725931,H5c,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,SAL003.SG,SAL003,AADR v66 1240K public annotation,"Aneli et al., Molecular Biology and Evolution 2022",Italy,"Salapia (Apulia, Foggia, Cerignola)",Italy_Apulia_IA_c_Daunian,41.381389,16.02556,"402-228 calBCE (2287±24 BP, UBA-45179)",-315.0,2500 BCE-550 CE,F,125124,K1a2a,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,SAL007.SG,SAL007,AADR v66 1240K public annotation,"Aneli et al., Molecular Biology and Evolution 2022",Italy,"Salapia (Apulia, Foggia, Cerignola)",Italy_Apulia_IA_b_IA_c_Daunian,41.381389,16.02556,500-300 BCE,-400.0,2500 BCE-550 CE,F,53023,K1a+195T!,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
